path,area,tipo,descripcion,estado,feature_relacionada,evidencia_clave,riesgo,recomendacion
openspec/changes/phase-b-db-migration-foundation/tasks.md,docs,doc,"OpenSpec tasks: fundacion de migraciones","documentacion",migraciones,"openspec/.../phase-b-db-migration-foundation/tasks.md","Tooling de planificacion",""
openspec/changes/phase-b-db-migration-foundation/verify-report.md,docs,doc,"OpenSpec verify-report: fundacion de migraciones","documentacion",migraciones,"openspec/.../phase-b-db-migration-foundation/verify-report.md","Tooling de planificacion",""
openspec/changes/phase-b-docker-containerization/design.md,docs,doc,"OpenSpec design: containerizacion Docker","documentacion",deployment,"openspec/changes/phase-b-docker-containerization/design.md","Tooling de planificacion",""
openspec/changes/phase-b-docker-containerization/exploration.md,docs,doc,"OpenSpec exploration: containerizacion Docker","documentacion",deployment,"openspec/.../phase-b-docker-containerization/exploration.md","Tooling de planificacion",""
openspec/changes/phase-b-docker-containerization/proposal.md,docs,doc,"OpenSpec proposal: containerizacion Docker","documentacion",deployment,"openspec/.../phase-b-docker-containerization/proposal.md","Tooling de planificacion",""
openspec/changes/phase-b-docker-containerization/specs/docker-container-runtime/spec.md,docs,doc,"OpenSpec spec: docker-container-runtime","documentacion",deployment,"openspec/.../specs/docker-container-runtime/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-docker-containerization/tasks.md,docs,doc,"OpenSpec tasks: containerizacion Docker","documentacion",deployment,"openspec/.../phase-b-docker-containerization/tasks.md","Tooling de planificacion",""
openspec/changes/phase-b-docker-containerization/verify-report.md,docs,doc,"OpenSpec verify-report: containerizacion Docker","documentacion",deployment,"openspec/.../phase-b-docker-containerization/verify-report.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/design.md,docs,doc,"OpenSpec design: gestion de secretos","documentacion",secrets,"openspec/changes/phase-b-secrets-management/design.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/exploration.md,docs,doc,"OpenSpec exploration: gestion de secretos","documentacion",secrets,"openspec/.../phase-b-secrets-management/exploration.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/proposal.md,docs,doc,"OpenSpec proposal: gestion de secretos","documentacion",secrets,"openspec/.../phase-b-secrets-management/proposal.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/specs/env-file-conventions/spec.md,docs,doc,"OpenSpec spec: env-file-conventions","documentacion",secrets,"openspec/.../specs/env-file-conventions/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/specs/secrets-preflight/spec.md,docs,doc,"OpenSpec spec: secrets-preflight","documentacion",secrets,"openspec/.../specs/secrets-preflight/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/specs/secrets-validation/spec.md,docs,doc,"OpenSpec spec: secrets-validation","documentacion",secrets,"openspec/.../specs/secrets-validation/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/specs/tenant-integration-secrets/spec.md,docs,doc,"OpenSpec spec: tenant-integration-secrets","documentacion",secrets,"openspec/.../specs/tenant-integration-secrets/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/tasks.md,docs,doc,"OpenSpec tasks: gestion de secretos","documentacion",secrets,"openspec/.../phase-b-secrets-management/tasks.md","Tooling de planificacion",""
openspec/changes/phase-b-secrets-management/verify-report.md,docs,doc,"OpenSpec verify-report: gestion de secretos","documentacion",secrets,"openspec/.../phase-b-secrets-management/verify-report.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/apply-progress.md,docs,doc,"OpenSpec apply-progress: analisis BI-friendly","documentacion",analisis-post-call,"openspec/changes/post-call-analysis-bi-friendly/apply-progress.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/design.md,docs,doc,"OpenSpec design: analisis BI-friendly","documentacion",analisis-post-call,"openspec/changes/post-call-analysis-bi-friendly/design.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/proposal.md,docs,doc,"OpenSpec proposal: analisis BI-friendly","documentacion",analisis-post-call,"openspec/.../post-call-analysis-bi-friendly/proposal.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/specs/call-analysis-dimensions/spec.md,docs,doc,"OpenSpec spec: call-analysis-dimensions","documentacion",analisis-post-call,"openspec/.../specs/call-analysis-dimensions/spec.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/specs/call-analysis-storage/spec.md,docs,doc,"OpenSpec spec: call-analysis-storage","documentacion",analisis-post-call,"openspec/.../specs/call-analysis-storage/spec.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/specs/call-detail-inspection-ui/spec.md,docs,doc,"OpenSpec spec: call-detail-inspection-ui","documentacion",calls,"openspec/.../specs/call-detail-inspection-ui/spec.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/specs/crm-parity/spec.md,docs,doc,"OpenSpec spec: crm-parity","documentacion",crm-parity,"openspec/.../specs/crm-parity/spec.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/specs/dimension-label-registry/spec.md,docs,doc,"OpenSpec spec: dimension-label-registry","documentacion",analisis-post-call,"openspec/.../specs/dimension-label-registry/spec.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/specs/profile-facts-exclusion/spec.md,docs,doc,"OpenSpec spec: profile-facts-exclusion","documentacion",analisis-post-call,"openspec/.../specs/profile-facts-exclusion/spec.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/specs/zona-data-correction/spec.md,docs,doc,"OpenSpec spec: zona-data-correction","documentacion",analisis-post-call,"openspec/.../specs/zona-data-correction/spec.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/tasks.md,docs,doc,"OpenSpec tasks: analisis BI-friendly","documentacion",analisis-post-call,"openspec/.../post-call-analysis-bi-friendly/tasks.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/verification-guide.md,docs,doc,"OpenSpec verification-guide: analisis BI-friendly","documentacion",analisis-post-call,"openspec/.../post-call-analysis-bi-friendly/verification-guide.md","Tooling de planificacion",""
openspec/changes/post-call-analysis-bi-friendly/verify-report.md,docs,doc,"OpenSpec verify-report: analisis BI-friendly","documentacion",analisis-post-call,"openspec/.../post-call-analysis-bi-friendly/verify-report.md","Tooling de planificacion",""
skills/elevenlabs-config/SKILL.md,docs,doc,"Skill de desarrollo: config de ElevenLabs (no es feature de producto)","documentacion",tooling-ia,"skills/elevenlabs-config/SKILL.md","Tooling IA, no producto",""
skills/qora-agent-designer/SKILL.md,docs,doc,"Skill de desarrollo: diseno de agentes Qora","documentacion",tooling-ia,"skills/qora-agent-designer/SKILL.md","Tooling IA, no producto",""
skills/qora-agent-designer/assets/agent-skill-template.md,docs,doc,"Plantilla de agent-skill para el skill designer","documentacion",tooling-ia,"skills/qora-agent-designer/assets/agent-skill-template.md","Tooling IA",""
skills/qora-agent-designer/assets/registry-template.yaml,docs,yaml,"Plantilla de registry.yaml para agentes","documentacion",tooling-ia,"skills/qora-agent-designer/assets/registry-template.yaml","Tooling IA",""
skills/qora-agent-designer/assets/system-prompt-template.md,docs,doc,"Plantilla de system-prompt para agentes","documentacion",tooling-ia,"skills/qora-agent-designer/assets/system-prompt-template.md","Tooling IA",""
skills/qora-agent-designer/assets/voice-prompting-checklist.md,docs,doc,"Checklist de prompting de voz","documentacion",tooling-ia,"skills/qora-agent-designer/assets/voice-prompting-checklist.md","Tooling IA",""
skills/qora-agent-designer/references/voice-prompting-guide.md,docs,doc,"Guia de prompting de voz","documentacion",tooling-ia,"skills/qora-agent-designer/references/voice-prompting-guide.md","Tooling IA",""
skills/qora-client-agent-setup/SKILL.md,docs,doc,"Skill de desarrollo: setup de cliente/agente","documentacion",tooling-ia,"skills/qora-client-agent-setup/SKILL.md","Tooling IA, no producto",""
skills/skill-creator/SKILL.md,docs,doc,"Skill de desarrollo: creador de skills","documentacion",tooling-ia,"skills/skill-creator/SKILL.md","Tooling IA, no producto",""
skills/skill-creator/assets/SKILL-TEMPLATE.md,docs,doc,"Plantilla base de SKILL","documentacion",tooling-ia,"skills/skill-creator/assets/SKILL-TEMPLATE.md","Tooling IA",""
.atl/skill-registry.md,config,doc,"Registro de skills auto-generado (gentle-ai)","generado/vendor/no auditar salvo referencia",tooling-ia,".atl/skill-registry.md Auto-generated","Generado; modificado en git status inicial",""
.atl/.skill-registry.cache.json,config,config,"Cache JSON del registro de skills (auto-generado)","generado/vendor/no auditar salvo referencia",tooling-ia,".atl/.skill-registry.cache.json","Generado",""
sdd/post-call-analysis-bi-friendly/exploration.md,docs,doc,"Exploracion SDD residual (duplica cambio en openspec/)","posible legacy",tooling-ia,"sdd/post-call-analysis-bi-friendly/exploration.md","Residual: duplica openspec/changes/post-call-analysis-bi-friendly","Candidato a remocion"
.sdd/airtable-crm-integration/,docs,doc,"Artefactos SDD del cambio airtable-crm-integration (6 archivos, muestreado)","documentacion",tooling-ia,".sdd/airtable-crm-integration/","Tooling de planificacion IA (no producto)",""
.sdd/archive/,docs,doc,"Archivo SDD de cambios cerrados (12 archivos, muestreado)","documentacion",tooling-ia,".sdd/archive/","Tooling de planificacion IA",""
.sdd/configurable-agent-tools/,docs,doc,"Artefactos SDD del cambio configurable-agent-tools (7 archivos, muestreado)","documentacion",tooling-ia,".sdd/configurable-agent-tools/","Tooling de planificacion IA",""
.sdd/dynamic-lead-fields/,docs,doc,"Artefactos SDD del cambio dynamic-lead-fields (7 archivos, muestreado)","documentacion",tooling-ia,".sdd/dynamic-lead-fields/","Tooling de planificacion IA",""
.sdd/elevenlabs-conversational/,docs,doc,"Artefactos SDD del cambio elevenlabs-conversational (4 archivos, muestreado)","documentacion",tooling-ia,".sdd/elevenlabs-conversational/","Tooling de planificacion IA",""
.sdd/elevenlabs-provisioning/,docs,doc,"Artefactos SDD del cambio elevenlabs-provisioning (5 archivos, muestreado)","documentacion",tooling-ia,".sdd/elevenlabs-provisioning/","Tooling de planificacion IA",""
.sdd/fix-web-demo/,docs,doc,"Artefactos SDD del cambio fix-web-demo (4 archivos, muestreado)","documentacion",tooling-ia,".sdd/fix-web-demo/","Tooling de planificacion IA",""
.sdd/phase-1-mvp-outbound-agent/,docs,doc,"Artefactos SDD del cambio phase-1-mvp-outbound-agent (3 archivos, muestreado)","documentacion",tooling-ia,".sdd/phase-1-mvp-outbound-agent/","Tooling de planificacion IA",""
.sdd/qora-cleanup/,docs,doc,"Artefactos SDD del cambio qora-cleanup (4 archivos, muestreado)","documentacion",tooling-ia,".sdd/qora-cleanup/","Tooling de planificacion IA",""
.sdd/qora-crm-next-action/,docs,doc,"Artefactos SDD del cambio qora-crm-next-action (1 archivo, muestreado)","documentacion",tooling-ia,".sdd/qora-crm-next-action/","Tooling de planificacion IA",""
.sdd/qora-lead-profile/,docs,doc,"Artefactos SDD del cambio qora-lead-profile (1 archivo, muestreado)","documentacion",tooling-ia,".sdd/qora-lead-profile/","Tooling de planificacion IA",""
.sdd/qora-n8n-orchestration/,docs,doc,"Artefactos SDD del cambio qora-n8n-orchestration (1 archivo, muestreado)","documentacion",tooling-ia,".sdd/qora-n8n-orchestration/","Tooling de planificacion IA; n8n no esta en repo rastreado",""
.sdd/qora-phase0/,docs,doc,"Artefactos SDD del cambio qora-phase0 (3 archivos, muestreado)","documentacion",tooling-ia,".sdd/qora-phase0/","Tooling de planificacion IA",""
.sdd/qora-phase1/,docs,doc,"Artefactos SDD del cambio qora-phase1 (5 archivos, muestreado)","documentacion",tooling-ia,".sdd/qora-phase1/","Tooling de planificacion IA",""
.sdd/qora-phase2/,docs,doc,"Artefactos SDD del cambio qora-phase2 (6 archivos, muestreado)","documentacion",tooling-ia,".sdd/qora-phase2/","Tooling de planificacion IA",""
.sdd/qora-prd/,docs,doc,"PRD SDD de Qora (1 archivo, muestreado)","documentacion",tooling-ia,".sdd/qora-prd/","Tooling de planificacion IA",""
.sdd/qora-tenant-resolution/,docs,doc,"Artefactos SDD del cambio qora-tenant-resolution (7 archivos, muestreado)","documentacion",tooling-ia,".sdd/qora-tenant-resolution/","Tooling de planificacion IA",""
.sdd/session-id-and-crm-match/,docs,doc,"Artefactos SDD del cambio session-id-and-crm-match (7 archivos, muestreado)","documentacion",tooling-ia,".sdd/session-id-and-crm-match/","Tooling de planificacion IA",""
.sdd/ui-redesign-light-admin/,docs,doc,"Artefactos SDD del cambio ui-redesign-light-admin (4 archivos, muestreado)","documentacion",tooling-ia,".sdd/ui-redesign-light-admin/","Tooling de planificacion IA",""
